# system_size, network_name, epoch, replay_memory, device, learning_rate, optimizer, total_training_steps, prediction_list_p_error, number_of_predictions, number_of_failed_syndroms, error_corrected_list, ground_state_list, average_number_of_steps_list, p_error_train, win_rate, training_time
9,size_9_NN_11,349,proportional,cuda,0.00025,Adam,1047000,0.09999999999999999,1000,91.0,0.954,0.913,18.1,0.09999999999999999,0.909,45298.578130722046
9,size_9_NN_11,350,proportional,cuda,0.00025,Adam,1050000,0.09999999999999999,1000,99.0,0.959,0.904,18.0,0.09999999999999999,0.901,45429.3877325058
9,size_9_NN_11,351,proportional,cuda,0.00025,Adam,1053000,0.09999999999999999,1000,78.0,0.981,0.924,17.3,0.09999999999999999,0.922,45560.26519680023
9,size_9_NN_11,352,proportional,cuda,0.00025,Adam,1056000,0.09999999999999999,1000,95.0,0.958,0.91,18.0,0.09999999999999999,0.905,45690.92065024376
9,size_9_NN_11,353,proportional,cuda,0.00025,Adam,1059000,0.09999999999999999,1000,84.0,0.975,0.92,17.2,0.09999999999999999,0.916,45819.95960402489
9,size_9_NN_11,354,proportional,cuda,0.00025,Adam,1062000,0.09999999999999999,1000,95.0,0.966,0.908,17.8,0.09999999999999999,0.905,45947.603337049484
9,size_9_NN_11,355,proportional,cuda,0.00025,Adam,1065000,0.09999999999999999,1000,90.0,0.971,0.912,17.5,0.09999999999999999,0.91,46078.58777761459
9,size_9_NN_11,356,proportional,cuda,0.00025,Adam,1068000,0.09999999999999999,1000,85.0,0.97,0.92,17.7,0.09999999999999999,0.915,46206.31953597069
9,size_9_NN_11,357,proportional,cuda,0.00025,Adam,1071000,0.09999999999999999,1000,112.0,0.95,0.893,18.2,0.09999999999999999,0.888,46336.07239317894
9,size_9_NN_11,358,proportional,cuda,0.00025,Adam,1074000,0.09999999999999999,1000,94.0,0.981,0.907,17.7,0.09999999999999999,0.906,46468.998910188675
9,size_9_NN_11,359,proportional,cuda,0.00025,Adam,1077000,0.09999999999999999,1000,101.0,0.961,0.903,17.7,0.09999999999999999,0.899,46598.58250427246
9,size_9_NN_11,360,proportional,cuda,0.00025,Adam,1080000,0.09999999999999999,1000,79.0,0.966,0.921,17.9,0.09999999999999999,0.921,46728.232612371445
9,size_9_NN_11,361,proportional,cuda,0.00025,Adam,1083000,0.09999999999999999,1000,102.0,0.953,0.901,18.2,0.09999999999999999,0.898,46858.78829717636
9,size_9_NN_11,362,proportional,cuda,0.00025,Adam,1086000,0.09999999999999999,1000,101.0,0.954,0.903,18.1,0.09999999999999999,0.899,46988.06586265564
9,size_9_NN_11,363,proportional,cuda,0.00025,Adam,1089000,0.09999999999999999,1000,94.0,0.972,0.907,17.7,0.09999999999999999,0.906,47121.30042171478
9,size_9_NN_11,364,proportional,cuda,0.00025,Adam,1092000,0.09999999999999999,1000,94.0,0.974,0.909,17.6,0.09999999999999999,0.906,47252.36720752716
9,size_9_NN_11,365,proportional,cuda,0.00025,Adam,1095000,0.09999999999999999,1000,110.0,0.964,0.892,18.0,0.09999999999999999,0.89,47383.67184495926
9,size_9_NN_11,366,proportional,cuda,0.00025,Adam,1098000,0.09999999999999999,1000,99.0,0.971,0.902,17.6,0.09999999999999999,0.901,47514.88606119156
9,size_9_NN_11,367,proportional,cuda,0.00025,Adam,1101000,0.09999999999999999,1000,93.0,0.962,0.908,17.8,0.09999999999999999,0.907,47643.78964948654
9,size_9_NN_11,368,proportional,cuda,0.00025,Adam,1104000,0.09999999999999999,1000,120.0,0.94,0.887,18.8,0.09999999999999999,0.88,47775.73994779587
9,size_9_NN_11,369,proportional,cuda,0.00025,Adam,1107000,0.09999999999999999,1000,105.0,0.96,0.9,18.3,0.09999999999999999,0.895,47908.18222951889
9,size_9_NN_11,370,proportional,cuda,0.00025,Adam,1110000,0.09999999999999999,1000,105.0,0.945,0.9,18.3,0.09999999999999999,0.895,48038.2277610302
9,size_9_NN_11,371,proportional,cuda,0.00025,Adam,1113000,0.09999999999999999,1000,95.0,0.958,0.91,18.0,0.09999999999999999,0.905,48167.35258126259
9,size_9_NN_11,372,proportional,cuda,0.00025,Adam,1116000,0.09999999999999999,1000,97.0,0.966,0.91,18.0,0.09999999999999999,0.903,48295.974013090134
9,size_9_NN_11,373,proportional,cuda,0.00025,Adam,1119000,0.09999999999999999,1000,88.0,0.958,0.916,17.9,0.09999999999999999,0.912,48425.57259058952
9,size_9_NN_11,374,proportional,cuda,0.00025,Adam,1122000,0.09999999999999999,1000,114.0,0.941,0.889,18.8,0.09999999999999999,0.886,48553.0519592762
9,size_9_NN_11,375,proportional,cuda,0.00025,Adam,1125000,0.09999999999999999,1000,94.0,0.968,0.909,17.9,0.09999999999999999,0.906,48683.07610702515
9,size_9_NN_11,376,proportional,cuda,0.00025,Adam,1128000,0.09999999999999999,1000,98.0,0.975,0.903,17.8,0.09999999999999999,0.902,48811.39201903343
9,size_9_NN_11,377,proportional,cuda,0.00025,Adam,1131000,0.09999999999999999,1000,76.0,0.982,0.926,16.9,0.09999999999999999,0.924,48942.5700109005
9,size_9_NN_11,378,proportional,cuda,0.00025,Adam,1134000,0.09999999999999999,1000,93.0,0.963,0.908,18.2,0.09999999999999999,0.907,49072.308151483536
